#,,,,,,,,,"generated_by='OpenQuake engine 3.11.4', start_date='2022-05-09T18:56:22', checksum=3467869817, investigation_time=1.0, ses_per_logic_tree_path=10000"
rup_id,multiplicity,mag,centroid_lon,centroid_lat,centroid_depth,trt,strike,dip,rake
49,1,5.050000E+00,1.910764E+01,-3.172696E+01,5.000000E+00,Stable Continental Crust,3.049889E+02,7.799868E+01,-1.200000E+00
50,1,5.650000E+00,1.947600E+01,-3.172903E+01,1.367437E+01,Stable Continental Crust,3.049878E+02,7.800092E+01,-1.200000E+00
51,1,5.350000E+00,1.879170E+01,-3.177192E+01,1.000000E+01,Stable Continental Crust,3.049911E+02,7.799955E+01,-1.200000E+00
52,1,6.850000E+00,1.937835E+01,-3.176605E+01,8.750000E+00,Stable Continental Crust,3.049307E+02,7.799924E+01,-1.200000E+00
53,1,5.250000E+00,1.789336E+01,-3.181689E+01,1.000000E+01,Stable Continental Crust,3.049890E+02,7.799977E+01,-1.200000E+00
54,1,6.250000E+00,1.789555E+01,-3.181424E+01,6.692619E+00,Stable Continental Crust,3.049743E+02,7.799982E+01,-1.200000E+00
55,1,5.050000E+00,1.826379E+01,-3.181689E+01,1.000000E+01,Stable Continental Crust,3.049879E+02,7.799814E+01,-1.200000E+00
56,1,5.450000E+00,1.947998E+01,-3.181799E+01,1.429682E+01,Stable Continental Crust,3.049921E+02,7.799742E+01,-1.200000E+00
57,1,5.450000E+00,1.773445E+01,-3.186296E+01,1.429682E+01,Stable Continental Crust,3.049893E+02,7.800057E+01,-1.200000E+00
58,1,5.650000E+00,1.837068E+01,-3.186186E+01,1.000000E+01,Stable Continental Crust,3.049869E+02,7.800033E+01,-1.200000E+00
59,1,6.850000E+00,1.920971E+01,-3.187164E+01,8.750000E+00,Stable Continental Crust,3.049307E+02,7.799963E+01,-1.200000E+00
60,1,5.650000E+00,1.810689E+01,-3.190682E+01,1.000000E+01,Stable Continental Crust,3.049850E+02,7.800067E+01,-1.200000E+00
61,1,6.350000E+00,1.831877E+01,-3.190682E+01,1.000000E+01,Stable Continental Crust,3.049732E+02,7.799929E+01,-1.200000E+00
62,1,5.150000E+00,1.837174E+01,-3.190682E+01,5.000000E+00,Stable Continental Crust,3.049869E+02,7.799962E+01,-1.200000E+00
63,1,6.750000E+00,1.889336E+01,-3.191661E+01,8.750000E+00,Stable Continental Crust,3.049442E+02,7.800015E+01,-1.200000E+00
64,1,5.250000E+00,1.921925E+01,-3.190682E+01,1.000000E+01,Stable Continental Crust,3.049912E+02,7.800121E+01,-1.200000E+00
65,1,5.050000E+00,1.948409E+01,-3.190682E+01,1.500000E+01,Stable Continental Crust,3.049925E+02,7.800188E+01,-1.200000E+00
66,1,5.550000E+00,1.842580E+01,-3.195179E+01,1.000000E+01,Stable Continental Crust,3.049895E+02,7.799927E+01,-1.200000E+00
67,1,5.150000E+00,1.863778E+01,-3.195179E+01,1.500000E+01,Stable Continental Crust,3.049993E+02,7.799893E+01,-1.200000E+00
68,1,5.050000E+00,1.890275E+01,-3.195179E+01,1.000000E+01,Stable Continental Crust,3.049955E+02,7.799950E+01,-1.200000E+00
69,1,5.850000E+00,1.911474E+01,-3.195179E+01,5.000000E+00,Stable Continental Crust,3.049826E+02,7.800168E+01,-1.200000E+00
70,1,5.750000E+00,1.927372E+01,-3.195179E+01,1.000000E+01,Stable Continental Crust,3.049816E+02,7.799901E+01,-1.200000E+00
71,1,5.050000E+00,1.953870E+01,-3.195179E+01,1.000000E+01,Stable Continental Crust,3.049926E+02,7.799950E+01,-1.200000E+00
72,1,5.350000E+00,1.763157E+01,-3.199675E+01,1.000000E+01,Stable Continental Crust,3.049909E+02,7.800059E+01,-1.200000E+00
73,1,5.550000E+00,1.768330E+01,-3.199832E+01,1.400171E+01,Stable Continental Crust,3.049879E+02,7.799953E+01,-1.200000E+00
74,1,5.750000E+00,1.826782E+01,-3.199675E+01,1.000000E+01,Stable Continental Crust,3.049827E+02,7.800182E+01,-1.200000E+00
75,1,5.250000E+00,1.842663E+01,-3.199706E+01,1.480278E+01,Stable Continental Crust,3.049898E+02,7.800036E+01,-1.200000E+00
76,1,5.550000E+00,1.895710E+01,-3.199675E+01,1.000000E+01,Stable Continental Crust,3.049883E+02,7.799946E+01,-1.200000E+00
77,1,5.750000E+00,1.742009E+01,-3.204172E+01,1.000000E+01,Stable Continental Crust,3.049825E+02,7.800096E+01,-1.200000E+00
78,1,5.550000E+00,1.757793E+01,-3.204329E+01,1.400171E+01,Stable Continental Crust,3.049902E+02,7.799972E+01,-1.200000E+00
79,1,5.250000E+00,1.795056E+01,-3.204172E+01,1.000000E+01,Stable Continental Crust,3.049919E+02,7.799992E+01,-1.200000E+00
80,1,6.150000E+00,1.832189E+01,-3.204172E+01,1.000000E+01,Stable Continental Crust,3.049783E+02,7.799902E+01,-1.200000E+00
81,1,5.050000E+00,1.837493E+01,-3.204172E+01,1.000000E+01,Stable Continental Crust,3.049895E+02,7.800520E+01,-1.200000E+00
82,1,5.150000E+00,1.869322E+01,-3.204172E+01,1.000000E+01,Stable Continental Crust,3.049916E+02,7.800189E+01,-1.200000E+00
83,1,5.050000E+00,1.948893E+01,-3.204172E+01,1.000000E+01,Stable Continental Crust,3.049895E+02,7.800520E+01,-1.200000E+00
84,1,5.350000E+00,1.731454E+01,-3.208669E+01,1.000000E+01,Stable Continental Crust,3.049854E+02,7.800021E+01,-1.200000E+00
85,1,5.550000E+00,1.741939E+01,-3.208825E+01,1.400171E+01,Stable Continental Crust,3.049876E+02,7.799992E+01,-1.200000E+00
86,1,5.750000E+00,1.784527E+01,-3.208669E+01,1.000000E+01,Stable Continental Crust,3.049825E+02,7.799848E+01,-1.200000E+00
87,2,5.350000E+00,1.832293E+01,-3.208669E+01,1.000000E+01,Stable Continental Crust,3.049854E+02,7.800021E+01,-1.200000E+00
88,1,5.650000E+00,1.848215E+01,-3.208669E+01,1.000000E+01,Stable Continental Crust,3.049867E+02,7.799802E+01,-1.200000E+00
89,1,5.250000E+00,1.864137E+01,-3.208669E+01,1.000000E+01,Stable Continental Crust,3.049890E+02,7.800066E+01,-1.200000E+00
90,1,5.250000E+00,1.954336E+01,-3.208699E+01,1.480278E+01,Stable Continental Crust,3.049911E+02,7.800182E+01,-1.200000E+00
91,1,5.050000E+00,1.885497E+01,-3.213166E+01,1.500000E+01,Stable Continental Crust,3.049923E+02,7.799518E+01,-1.200000E+00
92,1,5.050000E+00,1.938597E+01,-3.213166E+01,1.000000E+01,Stable Continental Crust,3.049909E+02,7.799659E+01,-1.200000E+00
93,1,5.150000E+00,1.768752E+01,-3.217662E+01,1.500000E+01,Stable Continental Crust,3.049932E+02,7.799815E+01,-1.200000E+00
94,1,5.350000E+00,1.896253E+01,-3.217662E+01,5.000000E+00,Stable Continental Crust,3.049919E+02,7.799634E+01,-1.200000E+00
95,1,5.450000E+00,1.906787E+01,-3.217772E+01,1.429682E+01,Stable Continental Crust,3.049872E+02,7.800473E+01,-1.200000E+00
96,1,5.050000E+00,1.970629E+01,-3.217662E+01,1.000000E+01,Stable Continental Crust,3.049936E+02,7.800378E+01,-1.200000E+00
97,1,5.450000E+00,1.795401E+01,-3.222158E+01,1.000000E+01,Stable Continental Crust,3.049920E+02,7.800062E+01,-1.200000E+00
98,1,5.750000E+00,1.795182E+01,-3.222423E+01,1.331129E+01,Stable Continental Crust,3.049886E+02,7.799879E+01,-1.200000E+00
99,1,5.850000E+00,1.848553E+01,-3.222158E+01,1.000000E+01,Stable Continental Crust,3.049846E+02,7.799918E+01,-1.200000E+00
100,1,5.050000E+00,1.891074E+01,-3.222158E+01,1.500000E+01,Stable Continental Crust,3.049817E+02,7.799950E+01,-1.200000E+00
101,1,5.050000E+00,1.917650E+01,-3.222158E+01,1.500000E+01,Stable Continental Crust,3.049817E+02,7.800232E+01,-1.200000E+00
102,1,5.350000E+00,1.938911E+01,-3.222158E+01,1.000000E+01,Stable Continental Crust,3.049850E+02,7.800069E+01,-1.200000E+00
103,1,5.150000E+00,1.970802E+01,-3.222158E+01,1.500000E+01,Stable Continental Crust,3.049934E+02,7.800307E+01,-1.200000E+00
104,1,6.450000E+00,1.752217E+01,-3.227535E+01,9.381413E+00,Stable Continental Crust,3.049691E+02,7.799931E+01,-1.200000E+00
105,1,5.450000E+00,1.774217E+01,-3.226655E+01,5.000000E+00,Stable Continental Crust,3.049893E+02,7.799750E+01,-1.200000E+00
106,1,5.650000E+00,1.827223E+01,-3.226862E+01,1.367437E+01,Stable Continental Crust,3.049882E+02,7.800065E+01,-1.200000E+00
107,1,5.850000E+00,1.721089E+01,-3.231152E+01,1.000000E+01,Stable Continental Crust,3.049847E+02,7.799781E+01,-1.200000E+00
108,1,5.650000E+00,1.752839E+01,-3.231359E+01,1.367437E+01,Stable Continental Crust,3.049850E+02,7.799847E+01,-1.200000E+00
109,1,5.250000E+00,1.816857E+01,-3.231152E+01,1.000000E+01,Stable Continental Crust,3.049909E+02,7.799979E+01,-1.200000E+00
110,1,5.550000E+00,1.923266E+01,-3.231152E+01,5.000000E+00,Stable Continental Crust,3.049850E+02,7.800006E+01,-1.200000E+00
111,1,5.650000E+00,1.944376E+01,-3.231359E+01,1.367437E+01,Stable Continental Crust,3.049857E+02,7.799847E+01,-1.200000E+00
112,1,5.250000E+00,1.955189E+01,-3.231152E+01,5.000000E+00,Stable Continental Crust,3.049897E+02,7.800094E+01,-1.200000E+00
113,1,5.550000E+00,1.955189E+01,-3.231152E+01,5.000000E+00,Stable Continental Crust,3.049859E+02,7.800006E+01,-1.200000E+00
114,1,5.650000E+00,1.976299E+01,-3.231359E+01,1.367437E+01,Stable Continental Crust,3.049857E+02,7.799847E+01,-1.200000E+00
115,1,5.350000E+00,1.822278E+01,-3.235648E+01,1.000000E+01,Stable Continental Crust,3.049930E+02,7.800019E+01,-1.200000E+00
116,1,5.350000E+00,1.822221E+01,-3.235717E+01,1.456289E+01,Stable Continental Crust,3.049886E+02,7.800125E+01,-1.200000E+00
117,1,6.950000E+00,1.842759E+01,-3.236627E+01,8.750000E+00,Stable Continental Crust,3.049105E+02,7.800032E+01,-1.200000E+00
118,1,5.150000E+00,1.848893E+01,-3.235648E+01,1.500000E+01,Stable Continental Crust,3.049909E+02,7.800240E+01,-1.200000E+00
119,1,6.250000E+00,1.966221E+01,-3.235383E+01,6.692619E+00,Stable Continental Crust,3.049738E+02,7.800098E+01,-1.200000E+00
120,1,5.550000E+00,1.934219E+01,-3.240145E+01,1.000000E+01,Stable Continental Crust,3.049860E+02,7.800335E+01,-1.200000E+00
121,1,5.250000E+00,1.971500E+01,-3.240145E+01,1.000000E+01,Stable Continental Crust,3.049875E+02,7.800246E+01,-1.200000E+00
122,1,5.350000E+00,1.785180E+01,-3.244641E+01,1.000000E+01,Stable Continental Crust,3.049841E+02,7.800194E+01,-1.200000E+00
123,1,5.050000E+00,1.795837E+01,-3.244641E+01,1.000000E+01,Stable Continental Crust,3.049855E+02,7.799577E+01,-1.200000E+00
124,1,5.450000E+00,1.859778E+01,-3.244641E+01,5.000000E+00,Stable Continental Crust,3.049888E+02,7.799673E+01,-1.200000E+00
125,1,5.050000E+00,1.881092E+01,-3.244641E+01,1.500000E+01,Stable Continental Crust,3.049870E+02,7.799436E+01,-1.200000E+00
126,1,5.750000E+00,1.913062E+01,-3.244641E+01,5.000000E+00,Stable Continental Crust,3.049894E+02,7.800026E+01,-1.200000E+00
127,1,5.750000E+00,1.966127E+01,-3.244906E+01,1.331129E+01,Stable Continental Crust,3.049859E+02,7.800037E+01,-1.200000E+00
128,1,5.950000E+00,1.763939E+01,-3.249138E+01,1.000000E+01,Stable Continental Crust,3.049826E+02,7.799965E+01,-1.200000E+00
129,1,5.450000E+00,1.785263E+01,-3.249138E+01,1.000000E+01,Stable Continental Crust,3.049954E+02,7.799771E+01,-1.200000E+00
130,1,6.450000E+00,1.822986E+01,-3.248650E+01,8.118587E+00,Stable Continental Crust,3.049699E+02,7.799935E+01,-1.200000E+00
131,1,5.350000E+00,1.913209E+01,-3.249138E+01,5.000000E+00,Stable Continental Crust,3.049902E+02,7.800076E+01,-1.200000E+00
132,1,5.450000E+00,1.939864E+01,-3.249138E+01,1.000000E+01,Stable Continental Crust,3.049944E+02,7.799771E+01,-1.200000E+00
133,1,5.650000E+00,1.971850E+01,-3.249138E+01,5.000000E+00,Stable Continental Crust,3.049860E+02,7.800357E+01,-1.200000E+00
134,1,6.150000E+00,1.784880E+01,-3.254196E+01,1.141691E+01,Stable Continental Crust,3.049784E+02,7.799895E+01,-1.200000E+00
135,1,6.550000E+00,1.821869E+01,-3.254613E+01,8.750000E+00,Stable Continental Crust,3.049651E+02,7.800029E+01,-1.200000E+00
136,1,5.350000E+00,1.913355E+01,-3.253635E+01,1.000000E+01,Stable Continental Crust,3.049864E+02,7.800164E+01,-1.200000E+00
137,1,5.250000E+00,1.934690E+01,-3.253635E+01,1.000000E+01,Stable Continental Crust,3.049888E+02,7.800132E+01,-1.200000E+00
138,1,5.850000E+00,1.945358E+01,-3.253635E+01,1.000000E+01,Stable Continental Crust,3.049840E+02,7.799960E+01,-1.200000E+00
139,1,5.050000E+00,1.956025E+01,-3.253635E+01,1.500000E+01,Stable Continental Crust,3.049928E+02,7.800492E+01,-1.200000E+00
140,1,6.450000E+00,1.981963E+01,-3.254514E+01,9.381413E+00,Stable Continental Crust,3.049688E+02,7.800066E+01,-1.200000E+00
141,1,6.050000E+00,1.721461E+01,-3.258048E+01,5.533550E+00,Stable Continental Crust,3.049786E+02,7.799875E+01,-1.200000E+00
142,1,5.450000E+00,1.817447E+01,-3.258131E+01,1.000000E+01,Stable Continental Crust,3.049857E+02,7.799876E+01,-1.200000E+00
143,1,5.850000E+00,1.843857E+01,-3.258459E+01,1.290858E+01,Stable Continental Crust,3.049823E+02,7.799982E+01,-1.200000E+00
144,1,5.050000E+00,1.934848E+01,-3.258131E+01,1.500000E+01,Stable Continental Crust,3.050007E+02,7.799448E+01,-1.200000E+00
145,1,5.050000E+00,1.705425E+01,-3.262628E+01,5.000000E+00,Stable Continental Crust,3.049886E+02,7.799977E+01,-1.200000E+00
146,1,5.050000E+00,1.865598E+01,-3.262628E+01,1.500000E+01,Stable Continental Crust,3.049886E+02,7.799977E+01,-1.200000E+00
147,1,6.550000E+00,1.891480E+01,-3.263606E+01,8.750000E+00,Stable Continental Crust,3.049622E+02,7.800048E+01,-1.200000E+00
148,1,5.550000E+00,1.913650E+01,-3.262628E+01,1.000000E+01,Stable Continental Crust,3.049872E+02,7.800002E+01,-1.200000E+00
149,1,6.550000E+00,1.924816E+01,-3.262040E+01,8.750000E+00,Stable Continental Crust,3.049628E+02,7.800042E+01,-1.200000E+00
150,1,5.150000E+00,1.977719E+01,-3.262628E+01,1.500000E+01,Stable Continental Crust,3.049977E+02,7.799639E+01,-1.200000E+00
151,1,5.150000E+00,1.817646E+01,-3.267125E+01,1.000000E+01,Stable Continental Crust,3.049881E+02,7.800440E+01,-1.200000E+00
152,1,6.050000E+00,1.844424E+01,-3.267041E+01,5.533550E+00,Stable Continental Crust,3.049785E+02,7.799860E+01,-1.200000E+00
153,1,7.250000E+00,1.860217E+01,-3.267320E+01,8.750000E+00,Stable Continental Crust,3.048266E+02,7.800014E+01,-1.200000E+00
154,1,5.050000E+00,1.871063E+01,-3.267125E+01,1.500000E+01,Stable Continental Crust,3.049902E+02,7.800029E+01,-1.200000E+00
155,1,5.050000E+00,1.892430E+01,-3.267125E+01,5.000000E+00,Stable Continental Crust,3.049902E+02,7.800029E+01,-1.200000E+00
156,1,5.450000E+00,1.935164E+01,-3.267125E+01,1.000000E+01,Stable Continental Crust,3.049896E+02,7.799703E+01,-1.200000E+00
157,1,5.750000E+00,1.924634E+01,-3.271621E+01,5.000000E+00,Stable Continental Crust,3.049864E+02,7.799858E+01,-1.200000E+00
158,1,5.750000E+00,1.833887E+01,-3.276118E+01,1.000000E+01,Stable Continental Crust,3.049879E+02,7.799847E+01,-1.200000E+00
159,1,5.050000E+00,1.871317E+01,-3.276118E+01,5.000000E+00,Stable Continental Crust,3.049924E+02,7.799994E+01,-1.200000E+00
160,1,6.450000E+00,1.876583E+01,-3.276215E+01,9.381413E+00,Stable Continental Crust,3.049686E+02,7.799850E+01,-1.200000E+00
161,1,5.250000E+00,1.748397E+01,-3.280614E+01,5.000000E+00,Stable Continental Crust,3.049954E+02,7.800146E+01,-1.200000E+00
162,1,5.050000E+00,1.860744E+01,-3.280614E+01,1.500000E+01,Stable Continental Crust,3.049921E+02,7.799906E+01,-1.200000E+00
163,1,6.050000E+00,1.887098E+01,-3.281089E+01,1.196645E+01,Stable Continental Crust,3.049786E+02,7.799866E+01,-1.200000E+00
164,1,6.150000E+00,1.903543E+01,-3.280614E+01,1.000000E+01,Stable Continental Crust,3.049763E+02,7.800102E+01,-1.200000E+00
165,1,5.050000E+00,1.710994E+01,-3.285111E+01,1.000000E+01,Stable Continental Crust,3.049928E+02,7.800437E+01,-1.200000E+00
166,1,5.150000E+00,1.743109E+01,-3.285111E+01,1.000000E+01,Stable Continental Crust,3.049960E+02,7.799897E+01,-1.200000E+00
167,1,5.250000E+00,1.807340E+01,-3.285111E+01,1.000000E+01,Stable Continental Crust,3.049910E+02,7.799610E+01,-1.200000E+00
168,1,5.250000E+00,1.812667E+01,-3.285141E+01,1.480278E+01,Stable Continental Crust,3.049871E+02,7.799999E+01,-1.200000E+00
169,1,5.650000E+00,1.882276E+01,-3.285111E+01,1.000000E+01,Stable Continental Crust,3.049862E+02,7.800058E+01,-1.200000E+00
170,1,5.750000E+00,1.919744E+01,-3.285111E+01,1.000000E+01,Stable Continental Crust,3.049869E+02,7.800058E+01,-1.200000E+00
171,1,5.050000E+00,1.678908E+01,-3.289608E+01,1.000000E+01,Stable Continental Crust,3.049907E+02,7.799537E+01,-1.200000E+00
172,1,5.150000E+00,1.705685E+01,-3.289607E+01,1.000000E+01,Stable Continental Crust,3.049888E+02,7.800269E+01,-1.200000E+00
173,1,5.150000E+00,1.791369E+01,-3.289607E+01,1.500000E+01,Stable Continental Crust,3.049888E+02,7.800269E+01,-1.200000E+00
174,1,5.350000E+00,1.689654E+01,-3.294104E+01,5.000000E+00,Stable Continental Crust,3.049882E+02,7.799701E+01,-1.200000E+00
175,1,5.850000E+00,1.759308E+01,-3.294104E+01,5.000000E+00,Stable Continental Crust,3.049804E+02,7.799984E+01,-1.200000E+00
176,1,5.350000E+00,1.796814E+01,-3.294104E+01,1.000000E+01,Stable Continental Crust,3.049882E+02,7.799701E+01,-1.200000E+00
177,1,7.150000E+00,1.817430E+01,-3.295083E+01,8.750000E+00,Stable Continental Crust,3.048590E+02,7.799974E+01,-1.200000E+00
178,1,5.550000E+00,1.861110E+01,-3.294104E+01,1.000000E+01,Stable Continental Crust,3.049872E+02,7.800221E+01,-1.200000E+00
179,1,5.550000E+00,1.903975E+01,-3.294104E+01,1.000000E+01,Stable Continental Crust,3.049880E+02,7.800388E+01,-1.200000E+00
180,1,5.450000E+00,1.716401E+01,-3.298711E+01,1.429682E+01,Stable Continental Crust,3.049893E+02,7.800176E+01,-1.200000E+00
181,1,5.850000E+00,1.839517E+01,-3.298928E+01,1.290858E+01,Stable Continental Crust,3.049846E+02,7.800009E+01,-1.200000E+00
182,1,5.550000E+00,1.941644E+01,-3.298600E+01,1.000000E+01,Stable Continental Crust,3.049880E+02,7.799965E+01,-1.200000E+00
183,1,6.150000E+00,1.984672E+01,-3.298431E+01,6.083087E+00,Stable Continental Crust,3.049755E+02,7.800111E+01,-1.200000E+00
184,1,5.250000E+00,1.684362E+01,-3.303098E+01,1.000000E+01,Stable Continental Crust,3.049961E+02,7.800094E+01,-1.200000E+00
185,1,5.150000E+00,1.780904E+01,-3.303097E+01,1.500000E+01,Stable Continental Crust,3.049907E+02,7.799918E+01,-1.200000E+00
186,1,6.950000E+00,1.802195E+01,-3.303293E+01,8.750000E+00,Stable Continental Crust,3.049089E+02,7.800072E+01,-1.200000E+00
187,1,5.050000E+00,1.855993E+01,-3.303097E+01,5.000000E+00,Stable Continental Crust,3.049853E+02,7.800517E+01,-1.200000E+00
188,1,5.550000E+00,1.920224E+01,-3.303254E+01,1.400171E+01,Stable Continental Crust,3.049863E+02,7.800285E+01,-1.200000E+00
189,1,6.450000E+00,1.678293E+01,-3.308474E+01,9.381413E+00,Stable Continental Crust,3.049670E+02,7.800059E+01,-1.200000E+00
